id;created_at;merchant_id;valor;n_PARCELAS;Nome_no_Cartao;status;card_id;iso_id;card_brand;DOCUMENTO
2228488;2021-01-10 20:15:07.751+00;5c534ca92c6bbe0007b54dca;899;1;Pedro Silva;Paid;1033823002;9;2343.0;
2228505;2021-01-10 20:15:46.326+00;5b896c520a15190004da18bf;3597;1;Joao de Lima;refused;5111151070;62;;
2228510;2021-01-10 20:15:49.95+00;5c8bfb2150ca2c0007575215;3115;1;MARIA Silva;paid;5177827221;62;903.0;890503606569
2228522;2021-01-10 20:16:11.156+00;5c9b78b5cc62a70007a38406;18459;1;Joao Rodrigues lima;PAID;1014114111;35;456.0;
2228549;2021-01-10 20:20:47.072+00;5c61e4c10cbe3b00078dbf30;12451;2;Paulo José Silva;paid;5331222603;35;456.0;992551873611
2228565;2021-01-10 20:21:06.253+00;5bae173802bdde0007220eee;13661;1;ANA de OLIVEIRA de OLIVEIRA;Paid;7226623372;35;903.0;362915800-151
2228583;2021-01-10 20:25:09.009+00;5aa17ff759bfbd00041c6330;13742;1;Antonio SANTOS;Paid;1004201112;35;456.0;317934248-950
2228596;2021-01-10 20:25:43.558+00;5bce188b8939c50007f1523b;6776;1;Jéssica souza;paid;4454445544;62;903.0;191.738.393-617
2228606;2021-01-10 20:25:55.324+00;5b6377fbb9e8150004ce91f0;10658;1;;Paid;5553505553;35;456.0;
2228615;2021-01-10 20:26:07.984+00;5c42a0e1aa438b00076afaf9;31699;1;;Paid;2200010200;47;100.0;
2228630;2021-01-10 20:26:17.597+00;5c10fa906a04d80007f95702;8842;1;;PROCESSING;3036433333;62;456.0;765833634322
2228645;2021-01-10 20:30:08.556+00;5c4b33d5575e5d0007b46567;14458;1;juliana lima Rodrigues;paid;224222210;35;456.0;757007943413
2228678;2021-01-10 20:31:16.774+00;5c1baf1a1481450007efe03d;6162;1;;Refused;1111016611;62;456.0;896.785.933-690
2228708;2021-01-10 20:35:47.032+00;5be9c4963b698a00071f48ae;25960;1;marcia FERREIRA Gomes;PAID;63;35;100.0;486815955-566
2228714;2021-01-10 20:35:51.763+00;5c24cb602aa0d10007d50c0e;30598;1;MARIA Alves;Paid;1003103203;47;100.0;736.901.991-573
2228744;2021-01-10 20:36:32.499+00;5bbd0e4038c0ba0006c69f5b;5462;1;antônio Pereira;refunded;7779777179;62;;
2227258;2021-01-10 17:55:44.072+00;5c61e1c68cb06b0007db31b8;22374;2;Ana Luísa Alves Ribeiro;REFUNDED;8888823002;35;100.0;217.530.446-529
2227275;2021-01-10 17:56:00.702+00;5c0ff79515f3dd0007bb5642;14122;1;Ana Luísa Ribeiro;PROCESSING;2181472242;35;456.0;624319560505
2227283;2021-01-10 17:56:03.539+00;5ba296a9e73f2a00044a6638;6659;1;Jéssica de OLIVEIRA Pereira;REFUNDED;5551519551;62;392.0;519419600061
2227329;2021-01-10 18:05:28.576+00;5beaf5f802d7460007841ab5;16092;1;Antonio de Lima;paid;4200824844;35;456.0;
2227336;2021-01-10 18:05:39.083+00;5c0ade6c2351c7000753df87;2682;1;ANA Alves de Lima;refunded;2212222222;9;456.0;43652133224
2227366;2021-01-10 18:10:07.5+00;5b587657f1a6e800046d7117;4688;1;Jéssica Pereira de OLIVEIRA;PAID;1144811111;62;903.0;
2227394;2021-01-10 18:10:51.326+00;5c07d554ff475200078350bb;25375;1;Ana Luísa Pereira;REFUNDED;558555000;35;456.0;957910283642
2227482;2021-01-10 18:20:43.414+00;5cae342104b673000779bfc6;10085;1;;paid;2252222220;35;100.0;941587365929
2227486;2021-01-10 18:20:46.444+00;5c1a7be70247de000748cc7f;7817;1;Antonio de Lima;Paid;122131123;62;903.0;978541892982
2227522;2021-01-10 18:25:44.689+00;5ceeece8f32c60000776229e;12301;1;ANA SANTOS Silva;refunded;700700;35;903.0;252807809389
2227533;2021-01-10 18:26:52.958+00;5c9296221ddf660007293b49;381266;3;marcia Rodrigues;PAID;1331311011;47;456.0;534.701.295-626
2227536;2021-01-10 18:30:02.988+00;5a65fec1d9958900040cbd87;7640;1;roberta Pereira;REFUNDED;4774760471;62;100.0;441517413-933
2227541;2021-01-10 18:30:08.294+00;5bd9cece05e0ce0007f9161a;11288;1;Jéssica FERREIRA;paid;7777777775;35;100.0;
2227542;2021-01-10 18:30:08.329+00;5d262571ed01d70007e47c30;1138;1;Joao de OLIVEIRA;refunded;3333317333;9;100.0;952416637730
2227556;2021-01-10 18:30:35.475+00;5ce580349145a400078716e3;13093;2;MARIA de Lima;REFUNDED;505204522;35;903.0;
2227557;2021-01-10 18:30:37.68+00;5ac6828da93bd20004485d01;31298;1;ANA oliveira;REFUNDED;5557555555;47;456.0;
2227597;2021-01-10 18:35:40.032+00;5c24bcf951435e000773d159;50384;4;Antonio Pereira FERREIRA;refunded;3021012230;47;456.0;709.657.438-371
2227601;2021-01-10 18:35:49.325+00;5c474f47f63752000777d293;9380;1;Antonio Pereira;Paid;2424000242;62;456.0;908.023.663-855
2227605;2021-01-10 18:35:55.821+00;5bae33460cb37a00075f3b8e;6972;1;Antonio Silva;REFUNDED;5651666666;62;456.0;702469203-773
2227619;2021-01-10 18:36:11.403+00;5ba296a9e73f2a00044a6638;22001;1;Ana Luísa souza Ribeiro;paid;3575775755;35;903.0;
2227626;2021-01-10 18:40:04.224+00;5ba3f129382b2900045f22c5;6287;1;RAFAEL oliveira;Refused;8828038023;62;456.0;
2227627;2021-01-10 18:40:07.79+00;5a9aa7a1b3065e0004441230;15993;1;MARIA de Lima;REFUNDED;1000000;35;456.0;230585615178
2227659;2021-01-10 18:41:03.834+00;5c6576010cbe3b00078dca06;77910;2;antônio Silva;paid;1444554444;47;456.0;695154486151
2227670;2021-01-10 18:41:10.124+00;5c11190b0142790007c0462c;8424;1;RAFAEL Alves lima;PAID;5888758848;62;456.0;319354126-939
2227674;2021-01-10 18:41:12.065+00;5ba296a9e73f2a00044a6638;7749;1;juliana souza;paid;777811710;62;903.0;535430633-404
2227682;2021-01-10 18:45:08.101+00;5c9bc7e81a1d37000797f7e2;6945;1;;processing;3543000536;62;100.0;823075202-255
2227689;2021-01-10 18:45:22.642+00;5bb7b2c0c50bbe0007ac2cc0;8593;1;Jéssica de Lima FERREIRA;refunded;1017717303;62;456.0;
2227700;2021-01-10 18:45:39.247+00;5be6f0374693e000071c1e78;7983;1;Jéssica Gomes Alves;PAID;2040000040;62;903.0;646621337626
2227729;2021-01-10 18:50:07.489+00;5b587657f1a6e800046d7117;4460;1;;Refused;4455004063;62;456.0;636039018198
2227732;2021-01-10 18:50:07.633+00;5a39ab379ac75600045a9e1b;127537;4;;Paid;4340044440;47;456.0;209513951199
2227749;2021-01-10 18:51:40.008+00;5b7ff5bee1efbc000448f012;5300;1;antônio Gomes Alves;PAID;2555221250;62;456.0;171.581.176-902
2227760;2021-01-10 18:51:48.941+00;5bae173802bdde0007220eee;7887;1;CARLOS Alves FERREIRA;PAID;1421217444;62;456.0;049.356.215-873
2227766;2021-01-10 18:51:54.197+00;5c33c857dc6ace0007f7a597;14845;1;FELIPE Ribeiro;REFUNDED;1100101200;35;456.0;34155819276
2227798;2021-01-10 18:56:24.947+00;5c283c608070220007dc199d;11515;1;juliana Silva;paid;2107216707;35;456.0;225658403299
2227821;2021-01-10 19:00:07.773+00;5c534ca92c6bbe0007b54dca;5202;1;CARLOS souza lima;in process;3246422226;62;1020.0;692.447.644-285
2227827;2021-01-10 19:00:08.067+00;5cc2111635fd91000711245b;4010;1;Antonio Ribeiro Alves;PAID;1111011211;62;456.0;753473898-665
2227875;2021-01-10 19:05:50.104+00;5bf00f69684097000773c7d3;13062;1;FELIPE Silva Pereira;PROCESSING;5305505333;35;100.0;996367321-463
2227895;2021-01-10 19:06:11.144+00;5be1a98c7101390008bbd239;17391;1;antônio de Lima souza;REFUNDED;3603324202;35;100.0;
2227928;2021-01-10 19:10:07.712+00;5c3ddf0c672886000737d98f;9431;1;Jéssica SANTOS Ribeiro;Paid;1111111111;62;903.0;638201508-884
2227948;2021-01-10 19:10:53.028+00;5c07b0aa4c1ff7000704f7a3;3975;1;Jéssica de OLIVEIRA;refused;5588899568;62;456.0;151191559335
2227956;2021-01-10 19:10:58.042+00;5c193e9949df67000702e018;5121;1;Pedro Rodrigues;REFUNDED;3555355355;62;456.0;039298628-295
2227968;2021-01-10 19:15:07.533+00;5c9bc7e81a1d37000797f7e2;3231;1;Jéssica Pereira;PROCESSING;3333334334;62;100.0;
2227989;2021-01-10 19:15:57.318+00;5c98d228ac86700007dd545b;1253;1;;Refused;5066765760;9;903.0;
2228005;2021-01-10 19:20:07.999+00;5d1fadfb12743d0007cebb51;7388;1;Joao Rodrigues souza;paid;6066646646;62;456.0;
2228012;2021-01-10 19:20:08.365+00;5be6d400dc13b000071d4b23;2733;1;juliana Alves Pereira;PAID;110015511;9;100.0;565055616368
2228058;2021-01-10 19:25:25.15+00;5bf7ee3cfaf8da000718410d;1415;1;marcia Ribeiro;PAID;1510211515;9;456.0;
2228060;2021-01-10 19:25:31.76+00;5c88f0f2075b440007813882;12460;1;MARIA Gomes FERREIRA;PAID;1555551155;35;903.0;083.840.203-098
2228072;2021-01-10 19:25:58.922+00;5bc616bb922535000705d5a7;12797;1;juliana souza lima;paid;1401151451;35;100.0;961999540508
2228080;2021-01-10 19:30:08.307+00;5b7f197de1efbc000448eb69;2545;1;roberta lima de OLIVEIRA;refunded;2422284444;9;456.0;
2228093;2021-01-10 19:30:48.591+00;5ce7df3bb384e70007ea2dbe;672;1;Ana Luísa de OLIVEIRA;PAID;3353633535;9;456.0;
2228121;2021-01-10 19:35:31.189+00;5bbf655cde948900074ea613;2068;1;Jéssica Ribeiro;Paid;3440400443;9;100.0;227.307.829-099
2228206;2021-01-10 19:45:07.934+00;5cc2111635fd91000711245b;15206;1;RAFAEL Gomes;paid;4755750770;35;100.0;
2228266;2021-01-10 19:51:01.095+00;5b7ef6b31649a80004e777d4;2655;1;MARIA oliveira souza;processing;6766000607;9;100.0;558.892.485-547
2228268;2021-01-10 19:51:02.817+00;5c1d1acc1130880007066a3d;22088;1;Antonio Silva Silva;Paid;8841114808;35;903.0;148.429.192-011
2228272;2021-01-10 19:51:05.087+00;5c12afba9d52a20007a362d2;3081;1;roberta Silva Alves;Refused;2211112136;62;903.0;934606204949
2228297;2021-01-10 19:55:07.629+00;5ad651e828a1aa000438d155;7018;1;RAFAEL Rodrigues;refused;6616666131;62;100.0;921379893036
2228346;2021-01-10 19:56:09.015+00;5c6576010cbe3b00078dca06;30171;1;RAFAEL de Lima Gomes;paid;7000;47;903.0;152253243038
2228359;2021-01-10 20:00:08.3+00;5c3ddf0c672886000737d98f;7444;1;RAFAEL Alves;Paid;3233335332;62;456.0;674264304308
2228384;2021-01-10 20:00:53.868+00;5c5313d632e6ba00071a3dff;305;1;Jéssica Alves;REFUNDED;3360006331;9;903.0;345023589-747
2228386;2021-01-10 20:00:55.873+00;5bad2963fbd59700079bb726;4468;1;Paulo José Gomes;in process;4202240202;62;903.0;208312212458
2228391;2021-01-10 20:01:02.023+00;5c0ad227def44d0007276d2a;59424;4;Joao de OLIVEIRA Gomes;in process;4747405747;47;903.0;994537952-303
2228399;2021-01-10 20:01:12.31+00;5bae3337af98aa0007d5d55b;8768;1;Pedro Alves;Paid;4444424442;62;456.0;588257552-130
2228409;2021-01-10 20:05:02.871+00;5a61ff9287f21c0004a14d3b;10700;1;Jéssica Silva;PAID;1232212292;35;903.0;471247060581
2228430;2021-01-10 20:05:51.842+00;5c07b17f2ab7d70007f0a696;9144;1;Ana Luísa souza de OLIVEIRA;REFUNDED;6546572255;62;456.0;
2227277;2021-01-10 17:56:00.923+00;5bd2047aaca3f00007127a03;8002;1;ANA souza;refused;1109090500;62;456.0;320472277-952
2227321;2021-01-10 18:01:08.191+00;5ba296a9e73f2a00044a6638;11452;1;;PAID;2902020009;35;100.0;784998744418
2227348;2021-01-10 18:05:48.692+00;5c33a49cc13236000788895f;9520;1;Antonio oliveira;refunded;5700057375;62;456.0;726370617545
2227398;2021-01-10 18:10:55.72+00;5c507d1087643c00079a1db3;11193;2;FELIPE Rodrigues;Refused;102022;35;392.0;921009487-545
2227412;2021-01-10 18:11:06.2+00;5c0fbbe23694c1000711c3ac;4502;1;MARIA Alves;REFUNDED;3703700333;62;456.0;859.398.480-634
2227417;2021-01-10 18:15:06.854+00;5c88e36e5cbb600007cd7538;6721;1;roberta Rodrigues;PROCESSING;3131130131;62;456.0;995.745.138-854
2227438;2021-01-10 18:15:48.864+00;5c61e2c2240a6f00079ae5b1;10164;1;CARLOS Gomes souza;Refused;1010330001;35;456.0;113143892035
2227441;2021-01-10 18:15:50.108+00;5c0fba993694c1000711c31c;9761;1;Antonio Gomes oliveira;PAID;9899800908;62;456.0;
2227467;2021-01-10 18:20:09.089+00;5c1a4d518b7e7200078a5386;9592;1;Antonio Pereira;processing;5505555555;62;456.0;921045755-442
2227469;2021-01-10 18:20:09.172+00;5c88e36e5cbb600007cd7538;2569;1;Ana Luísa Silva Ribeiro;refunded;171810000;9;456.0;375.749.384-664
2227471;2021-01-10 18:20:09.279+00;5b913d87d591b70004617a8d;5335;1;CARLOS Alves;refused;1411010;62;456.0;962.786.910-991
2227528;2021-01-10 18:25:50.927+00;5c79b0377651c00008f70a1b;15393;1;CARLOS Ribeiro lima;paid;1001111101;35;100.0;652237281255
2227558;2021-01-10 18:30:43.33+00;5ba8cf6ee8fb0c0004f523ac;7791;1;juliana SANTOS;PROCESSING;2725117175;62;903.0;
2227585;2021-01-10 18:35:06.943+00;5ae0cb3a39a07b0004f8d26f;5354;1;Pedro souza Silva;REFUNDED;1511152111;62;456.0;417458977338
2227594;2021-01-10 18:35:38.726+00;5c111a2d44d5110007950c49;22167;5;RAFAEL Ribeiro;Paid;5252652255;35;456.0;634.891.231-503
2227623;2021-01-10 18:39:41.708+00;5be4c4a770f72c0007db496d;76693;10;;refused;4032023202;47;100.0;236924669-247
2227628;2021-01-10 18:40:07.852+00;5c128dab3f2ce100082f1036;44264;2;roberta Gomes de Lima;Paid;410010414;47;100.0;
2227632;2021-01-10 18:40:08.044+00;5c88e36e5cbb600007cd7538;6445;1;marcia Rodrigues;refunded;1111812911;62;903.0;993785880236
2227639;2021-01-10 18:40:46.1+00;5be1a581a217120007f2f046;13728;2;RAFAEL SANTOS Rodrigues;PAID;5059006116;35;;387815285239
2227650;2021-01-10 18:40:58.795+00;5ba8cf6a364af80004b9a4a4;27227;3;Pedro SANTOS;Refused;7777027027;35;456.0;
2227656;2021-01-10 18:41:02.758+00;5b904a2f58eab90004605768;7908;1;CARLOS Gomes Ribeiro;paid;4111141111;62;903.0;115548060991
2227733;2021-01-10 18:50:07.691+00;5b587a8dab2ebe0004c39a51;12543;1;Daniel Ribeiro;Paid;1252252232;35;903.0;747.417.938-132
2227734;2021-01-10 18:50:07.726+00;5c3ddf0c672886000737d98f;10247;1;juliana de Lima Pereira;refused;2366320626;35;;
2227736;2021-01-10 18:50:07.847+00;5b587657f1a6e800046d7117;43898;2;RAFAEL lima Ribeiro;paid;3313346643;47;456.0;524.481.044-011
2227743;2021-01-10 18:51:28.432+00;5cfe9f2627e7b50007f25259;12997;1;marcia SANTOS;Refused;6447766767;35;456.0;892647600598
2227769;2021-01-10 18:51:56.81+00;5c0fbbe23694c1000711c3ac;8415;1;CARLOS Rodrigues Ribeiro;processing;430446344;62;100.0;983778423-517
2227793;2021-01-10 18:56:15.11+00;5c11289e9d52a20007a31762;9624;1;Joao lima lima;refused;2333313300;62;100.0;95124605270
2227797;2021-01-10 18:56:20.658+00;5c11289e9d52a20007a31762;35614;1;;Paid;7477771777;47;903.0;487209648-689
2227807;2021-01-10 18:56:32.91+00;5c9cbfafb12c35000757da80;8469;1;Daniel de Lima;refused;4603344435;62;903.0;988.486.753-861
2227816;2021-01-10 18:59:19.045+00;5b200a7c87d4ee000408036a;57624;1;antônio Alves FERREIRA;in process;3022503535;47;903.0;128240166-765
2227820;2021-01-10 19:00:07.722+00;5d26306b81fc570007506ab1;3473;1;;in process;7067500750;62;100.0;777834691763
2227822;2021-01-10 19:00:07.824+00;5bd9cece05e0ce0007f9161a;9753;1;RAFAEL Ribeiro Ribeiro;PAID;3333733372;62;100.0;360.866.741-456
2227862;2021-01-10 19:01:08.49+00;5c193ef0ca90a40007c761cd;1051;1;RAFAEL SANTOS FERREIRA;Paid;3499490499;9;456.0;247821995-263
2227867;2021-01-10 19:05:07.481+00;5b4fd6069657300004d8aded;5617;1;Jéssica Ribeiro oliveira;refused;140111147;62;903.0;
2227868;2021-01-10 19:05:07.514+00;5b5b548ea458bc00047fd59c;5748;1;Jéssica oliveira lima;PAID;4481441100;62;456.0;174.415.615-009
2227879;2021-01-10 19:05:56.409+00;5c79b2942bafde0007dd4921;1449;1;RAFAEL lima SANTOS;PAID;1514411919;9;903.0;964971504976
2227887;2021-01-10 19:06:05.075+00;5ccafba58426320007063a2f;5175;1;Paulo José FERREIRA;refunded;2222622622;62;456.0;615860440045
2227904;2021-01-10 19:06:20.282+00;5c6576010cbe3b00078dca06;8287;1;;paid;8854484545;62;903.0;
2227909;2021-01-10 19:06:22.623+00;5bca2724270eb700073962ac;6658;1;marcia souza;refunded;3175577713;62;100.0;
2227911;2021-01-10 19:06:23.35+00;5bd06928ab9e970007bc5c9c;5386;1;antônio Gomes Ribeiro;in process;4247770147;62;100.0;787081754-057
2227929;2021-01-10 19:10:07.769+00;5bbb44db083be800079cfcab;3197;1;MARIA FERREIRA oliveira;Paid;1662616221;62;456.0;
2227933;2021-01-10 19:10:07.947+00;5c3ddf0c672886000737d98f;9840;1;FELIPE de OLIVEIRA;refused;1262622220;62;456.0;339109150-986
2227947;2021-01-10 19:10:49.974+00;5ba56469a70b5a0004f52210;40100;2;antônio oliveira FERREIRA;Refused;5365355005;47;456.0;
2227994;2021-01-10 19:16:03.831+00;5bd070bf17abf90007943993;3722;1;;paid;1220222621;62;903.0;578506587597
2228002;2021-01-10 19:20:07.862+00;5bd9cece05e0ce0007f9161a;66781;1;Joao Ribeiro;REFUNDED;5057000115;47;903.0;595.144.523-871
2228009;2021-01-10 19:20:08.204+00;5b5b548ea458bc00047fd59c;10547;1;Ana Luísa Gomes;refunded;2722227270;35;456.0;
2228014;2021-01-10 19:20:08.449+00;5cc0c14bd0fa420007e004be;27420;1;;paid;6636326666;35;100.0;992394574-683
2228024;2021-01-10 19:20:43.914+00;5bd760a81e788f000700058a;18120;3;MARIA Rodrigues;refused;5500005500;35;456.0;
2228062;2021-01-10 19:25:39.234+00;5c6a99cbb9ebe00007ddda5a;18323;1;Paulo José Alves;REFUNDED;3233103012;35;100.0;
2228066;2021-01-10 19:25:43.983+00;5c429da3bb7ba10007aa2663;3134;1;MARIA souza;refused;3433233333;62;903.0;118357378191
2228084;2021-01-10 19:30:08.487+00;5c9521aae5b8f00007b2bd4c;5763;1;roberta de OLIVEIRA de Lima;refused;2202222002;62;100.0;635427250262
2228123;2021-01-10 19:35:34.308+00;5c07d361344c1e0007209caf;9963;2;;REFUNDED;2952511542;62;100.0;264378013080
2228141;2021-01-10 19:36:08.64+00;5bc616bb922535000705d5a7;8351;1;marcia de OLIVEIRA;in process;50555503;62;100.0;362954492-998
2228312;2021-01-10 19:55:40.991+00;5c746b646a370b0007e7b123;12635;1;Joao souza;refused;8827008700;35;100.0;
2228154;2021-01-10 19:40:07.653+00;5b587657f1a6e800046d7117;37276;1;Ana Luísa de OLIVEIRA;PAID;2211890686;47;456.0;531978628-381
2228163;2021-01-10 19:40:25.288+00;5b96efa177c3d90004cfa487;9385;1;;Paid;1134343333;62;903.0;618692668959
2228194;2021-01-10 19:41:06.236+00;5c9cbfafb12c35000757da80;6316;1;Antonio Alves Gomes;REFUNDED;3333312515;62;100.0;159678577436
2228196;2021-01-10 19:41:07.911+00;5bce1c94b432d20007febfe4;6122;1;FELIPE de OLIVEIRA SANTOS;Refused;3000171003;62;456.0;604905196629
2228213;2021-01-10 19:45:44.19+00;5b8948560a15190004da1609;36249;2;MARIA Ribeiro Pereira;PAID;2559922551;47;456.0;
2228216;2021-01-10 19:45:50.81+00;5ccafba4855d2c000798e84f;5112;1;Paulo José Rodrigues de OLIVEIRA;Paid;4404060144;62;456.0;242420060644
2228234;2021-01-10 19:50:07.96+00;5b587a8dab2ebe0004c39a51;7787;1;FELIPE Silva Rodrigues;in process;5245445554;62;100.0;
2228251;2021-01-10 19:50:37.004+00;5c12a3019d52a20007a36142;41770;1;marcia Rodrigues;PAID;4374040034;47;100.0;
2228255;2021-01-10 19:50:41.643+00;5ca35870921bdd000798f017;26348;1;FELIPE oliveira;refunded;5645504544;35;100.0;141669312-372
2228262;2021-01-10 19:50:54.889+00;5c1289a03f2ce100082f0fd7;14994;2;;paid;3036630066;35;100.0;120675364378
2228265;2021-01-10 19:51:00.331+00;5c746b8f466402000766c908;1552;1;Daniel de Lima;PAID;3053595531;9;456.0;695231483-651
2228489;2021-01-10 20:15:07.811+00;5bd9cece05e0ce0007f9161a;62154;1;;in process;6666666666;47;100.0;050252755-396
2228501;2021-01-10 20:15:37.84+00;5b6377fbb9e8150004ce91f0;38560;3;;refunded;222202737;47;456.0;309113811-167
2228523;2021-01-10 20:16:11.201+00;5bbd0e4038c0ba0006c69f5b;4379;1;MARIA Ribeiro;Refused;2327372232;62;456.0;438604680-270
2228612;2021-01-10 20:26:01.123+00;5c54754e77d27e0007d4fd2e;35709;1;marcia de OLIVEIRA;Refused;1131311113;47;456.0;400589635233
2228618;2021-01-10 20:26:11.202+00;5c1a68653213210007f4fc76;15504;1;Jéssica souza Pereira;PROCESSING;5030302203;35;456.0;
2228631;2021-01-10 20:26:17.644+00;5c10fa906a04d80007f95702;6366;1;MARIA SANTOS Gomes;refunded;160000601;62;100.0;074055253-949
2228644;2021-01-10 20:30:08.501+00;5cae2ac6e815800007a169da;12466;1;Daniel Rodrigues Silva;REFUNDED;112545001;35;456.0;538883211332
2228648;2021-01-10 20:30:39.881+00;5bbf806932d40c0007825e18;38197;3;juliana oliveira Ribeiro;paid;999996906;47;456.0;067.126.454-467
2228702;2021-01-10 20:35:08.182+00;5c534ca92c6bbe0007b54dca;2018;1;Antonio de OLIVEIRA;Paid;5288742375;9;456.0;595980180-958
2228707;2021-01-10 20:35:45.129+00;5bb7b2b6c50bbe0007ac2c7e;176750;4;Joao Gomes SANTOS;PAID;4336368636;47;903.0;016.986.039-537
2228709;2021-01-10 20:35:47.113+00;5be9da4600eb02000771a27a;9475;1;;refused;665500960;62;903.0;658368206324
2228732;2021-01-10 20:36:16.934+00;5b7ef6810881d40004caf121;17150;1;Pedro de OLIVEIRA souza;Refused;306660106;35;903.0;627.538.433-471
2228734;2021-01-10 20:36:17.758+00;5bf437dae437eb000779af7d;1182;1;;REFUNDED;2541224828;9;903.0;777554287904
2228741;2021-01-10 20:36:31.502+00;5c193ef0ca90a40007c761cd;8867;1;;refunded;3313001311;62;100.0;
2228274;2021-01-10 19:51:05.846+00;5ceeece8f32c60000776229e;3288;1;Daniel souza Alves;PAID;4450556506;62;456.0;492.999.877-619
2228286;2021-01-10 19:51:15.303+00;5cfab5804e52d6000796b398;11568;1;;PAID;4222272222;35;100.0;541935985675
2228303;2021-01-10 19:55:07.918+00;5cc2111635fd91000711245b;13302;1;RAFAEL de Lima Alves;PAID;2522222522;35;100.0;367049260233
2228321;2021-01-10 19:55:48.619+00;5c33ac70d610c900071fdeda;11424;1;ANA Rodrigues Rodrigues;Paid;9092299910;35;903.0;
2228341;2021-01-10 19:56:06.407+00;5c782300ac9bfc0007b0ddf2;1221;1;CARLOS de Lima Alves;refused;3070307077;9;;433737217594
2228375;2021-01-10 20:00:45.487+00;5bffb2987a2483000769c91f;11297;1;Jéssica SANTOS FERREIRA;Paid;1100261221;35;456.0;178602397802
2228383;2021-01-10 20:00:51.984+00;5bec507ec9a4ca00079d1926;5963;1;;PAID;5450611404;62;456.0;573243090210
2228401;2021-01-10 20:01:13.866+00;5c429cd98b32d60007294cc7;4479;1;marcia Ribeiro;refunded;30035030;62;100.0;754225498-158
2228403;2021-01-10 20:01:14.271+00;5cfab5804e52d6000796b398;7490;1;Joao Gomes;Paid;7777300770;62;100.0;215528751-805
2228411;2021-01-10 20:05:02.96+00;5bb373eefbd59700079bea2e;8843;1;CARLOS Ribeiro Rodrigues;refunded;4774722111;62;100.0;977303160875
2228421;2021-01-10 20:05:39.323+00;5c7584b0d1d0c50007dc3771;12907;1;Antonio Rodrigues;processing;8211628888;35;903.0;285178913427
2228422;2021-01-10 20:05:40.549+00;5ca357344830db0007129154;7869;1;Paulo José souza;Refused;5050;62;456.0;192.485.940-664
2228424;2021-01-10 20:05:47.532+00;5c53143db9bacf0007727440;6869;1;Antonio de Lima lima;PROCESSING;5255505453;62;903.0;999349643608
2228449;2021-01-10 20:09:45.147+00;5ba3f129382b2900045f22c5;10788;1;Jéssica Ribeiro oliveira;processing;5544433355;35;456.0;
2228454;2021-01-10 20:10:08.318+00;5d0235b7c1d5b7000868a0c6;8833;1;roberta Rodrigues de Lima;paid;5000000510;62;456.0;252323955-435
2228455;2021-01-10 20:10:08.36+00;5b587a8dab2ebe0004c39a51;3295;1;;in process;1233122121;62;456.0;977504827580
2228465;2021-01-10 20:10:55.347+00;5c7584b0d1d0c50007dc3771;18044;2;Paulo José de OLIVEIRA Alves;refused;43422403;35;456.0;603366662331
2228468;2021-01-10 20:11:02.131+00;5b85cb49fddf1f0004974d61;27564;1;CARLOS Ribeiro;Paid;6006666000;35;903.0;514602808-771
2228486;2021-01-10 20:15:03.591+00;5bdb0e0a3852350007719e28;625;1;ANA SANTOS;processing;3143310130;9;100.0;518563207440
2228487;2021-01-10 20:15:07.719+00;5bd9cece05e0ce0007f9161a;27326;1;;Paid;2242221112;35;100.0;224475037288
2228490;2021-01-10 20:15:07.85+00;5c534ca92c6bbe0007b54dca;12026;1;antônio FERREIRA lima;Paid;2022662062;35;903.0;85913995743
2228518;2021-01-10 20:16:06.687+00;5b968842197384000408124a;7304;1;Pedro de OLIVEIRA;PAID;2355020335;62;100.0;312794015023
2228532;2021-01-10 20:20:11.497+00;5bd9cece05e0ce0007f9161a;39938;1;antônio Rodrigues oliveira;PAID;2233232222;47;903.0;830.331.815-022
2228563;2021-01-10 20:21:03.82+00;5c07b17f2ab7d70007f0a696;4823;1;;refunded;4888438334;62;456.0;327325662-732
2228580;2021-01-10 20:25:03.244+00;59d79146622e580004af8746;4708;1;juliana Rodrigues souza;refused;7700027727;62;2343.0;686009040290
2228633;2021-01-10 20:26:17.732+00;5ba296a9e73f2a00044a6638;9750;1;Antonio oliveira;PAID;3664332633;62;903.0;922350830428
2228636;2021-01-10 20:30:08.119+00;5c6a9f1fe53eae0007dbde44;17501;1;Antonio souza Ribeiro;in process;4134713743;35;456.0;086.639.350-390
2228642;2021-01-10 20:30:08.402+00;5ca78cdd5400ac00074ab9a9;7974;1;;processing;6626325263;62;456.0;468440955194
2228649;2021-01-10 20:30:40.468+00;5bca167296849700070efe57;5542;1;RAFAEL Gomes oliveira;Paid;233303301;62;903.0;
2228653;2021-01-10 20:30:49.036+00;5c88efcf0e4319000702be9f;52453;2;Jéssica oliveira lima;Paid;1163136131;47;456.0;649.670.567-311
2228659;2021-01-10 20:30:58.263+00;5cb49b6f85c46900074cf6e4;13606;2;roberta Ribeiro;paid;530555053;35;100.0;617825010142
2228660;2021-01-10 20:30:58.717+00;5cdc2d166975a30007b469f6;22242;1;Daniel Silva;paid;331333303;35;100.0;521928242990
2228665;2021-01-10 20:31:05.385+00;5bc781152a96d70007a6be3a;3010;1;antônio Silva;refused;1111340101;62;456.0;997796342593
2228673;2021-01-10 20:31:10.496+00;5c1a7be70247de000748cc7f;6294;1;MARIA de Lima oliveira;paid;5000800525;62;456.0;
